Indicator,Value,Year,Footnote,Source,Economy,Country Code,Region,Theme,Definition,Unit
Overall surplus/deficit,-69118957.93,2000,"Figures exclude non-budgetary surplus/deficit, hence the item refers to overall budgetary surplus/deficit.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between total revenue (including grants) and total expenditure (including net lending).,US Dollar
Overall surplus/deficit,-104847848.2,2001,"Figures exclude non-budgetary surplus/deficit, hence the item refers to overall budgetary surplus/deficit.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between total revenue (including grants) and total expenditure (including net lending).,US Dollar
Current Revenue,905530987.3,1998,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Revenue accruing from taxes, as well as all current nontax revenues except transfers received from foreign governments and international institutions.",US Dollar
Current Revenue,813725070.7,1999,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Revenue accruing from taxes, as well as all current nontax revenues except transfers received from foreign governments and international institutions.",US Dollar
Current Revenue,899337205.6,2000,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Revenue accruing from taxes, as well as all current nontax revenues except transfers received from foreign governments and international institutions.",US Dollar
Current Revenue,727649377.9,2001,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Revenue accruing from taxes, as well as all current nontax revenues except transfers received from foreign governments and international institutions.",US Dollar
Current Expenditure,943098683.9,1998,"Principal repayments to government by statutory authorities and other autorities not shown in receipts but netted out in expenditure category ""Net Lending and Investments.""",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Comprises purchases of goods and services by the central government, transfers to noncentral government units and to households, subsidies to producers, and interest on public debt.",US Dollar
Current Expenditure,803922560.2,1999,"Principal repayments to government by statutory authorities and other autorities not shown in receipts but netted out in expenditure category ""Net Lending and Investments.""",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Comprises purchases of goods and services by the central government, transfers to noncentral government units and to households, subsidies to producers, and interest on public debt.",US Dollar
Current Expenditure,846320844.2,2000,"Principal repayments to government by statutory authorities and other autorities not shown in receipts but netted out in expenditure category ""Net Lending and Investments.""",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Comprises purchases of goods and services by the central government, transfers to noncentral government units and to households, subsidies to producers, and interest on public debt.",US Dollar
Current Expenditure,715579924,2001,"Principal repayments to government by statutory authorities and other autorities not shown in receipts but netted out in expenditure category ""Net Lending and Investments.""",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Comprises purchases of goods and services by the central government, transfers to noncentral government units and to households, subsidies to producers, and interest on public debt.",US Dollar
Current surplus/deficit,-37567696.6,1998,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between current revenue and current expenditure.,US Dollar
Current surplus/deficit,9802510.532,1999,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between current revenue and current expenditure.,US Dollar
Current surplus/deficit,53016361.39,2000,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between current revenue and current expenditure.,US Dollar
Current surplus/deficit,12069453.95,2001,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between current revenue and current expenditure.,US Dollar
Capital expenditure,85793237.81,1998,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Covers outlays for the acquisition or construction of capital assets and purchase of intangible assets, capital transfers to domestic and foreign recipients, and loans and advances for capital purposes.",US Dollar
Capital expenditure,286178849.1,1999,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Covers outlays for the acquisition or construction of capital assets and purchase of intangible assets, capital transfers to domestic and foreign recipients, and loans and advances for capital purposes.",US Dollar
Capital expenditure,305086695.2,2000,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Covers outlays for the acquisition or construction of capital assets and purchase of intangible assets, capital transfers to domestic and foreign recipients, and loans and advances for capital purposes.",US Dollar
Capital expenditure,330301706.8,2001,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Covers outlays for the acquisition or construction of capital assets and purchase of intangible assets, capital transfers to domestic and foreign recipients, and loans and advances for capital purposes.",US Dollar
Capital account surplus/deficit,-85793237.81,1998,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between capital receipts and capital expenditure.,US Dollar
Capital account surplus/deficit,-286178849.1,1999,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between capital receipts and capital expenditure.,US Dollar
Capital account surplus/deficit,-305086695.2,2000,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between capital receipts and capital expenditure.,US Dollar
Capital account surplus/deficit,-330301706.8,2001,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Difference between capital receipts and capital expenditure.,US Dollar
Net Lending,-2363051.519,1998,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Lending minus repayments, representing the net acquisition of financial assets for policy purposes.",US Dollar
Net Lending,-388988.5132,1999,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Lending minus repayments, representing the net acquisition of financial assets for policy purposes.",US Dollar
Net Lending,-862639.1006,2000,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Lending minus repayments, representing the net acquisition of financial assets for policy purposes.",US Dollar
Net Lending,-1180386.695,2001,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Lending minus repayments, representing the net acquisition of financial assets for policy purposes.",US Dollar
Grants,54735989.27,1998,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Noncompulsory transfers received by government units from other government units or international organizations.,US Dollar
Grants,185586419.6,1999,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Noncompulsory transfers received by government units from other government units or international organizations.,US Dollar
Grants,182088736.8,2000,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Noncompulsory transfers received by government units from other government units or international organizations.,US Dollar
Grants,212204018,2001,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,Noncompulsory transfers received by government units from other government units or international organizations.,US Dollar
Electricity production,1759000000,1996,NULL,United Nations,Papua New Guinea,PNG,The Pacific,Energy and Electricity,NULL,kilowatt-hour
Electricity production,1625000000,1997,NULL,United Nations,Papua New Guinea,PNG,The Pacific,Energy and Electricity,NULL,kilowatt-hour
Electricity consumption (kwh),1759000000,1996,NULL,United Nations,Papua New Guinea,PNG,The Pacific,Energy and Electricity,NULL,kilowatt-hour
Electricity consumption (kwh),1625000000,1997,NULL,United Nations,Papua New Guinea,PNG,The Pacific,Energy and Electricity,NULL,kilowatt-hour
